simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,min_S,alpha,sigma,b_cov,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
8,Beverton-Holt,b_cov,-1.652486788803681,Beverton-Holt,-1.37,-1.67,-1.05,1,-17.094647335013633,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.8,0.86,2805.92,7103.92
8,Beverton-Holt,sigma,0.8364698128785848,Beverton-Holt,0.86,0.69,1.13,1.001,2.8130348231503537,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.8,0.86,2805.92,7103.92
8,Beverton-Holt,K,9869,Ricker,11793.2,4447.5,19223.17,1,19.497416151585778,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.51,0.9,5489.2,11793.2
8,Beverton-Holt,Smsy,4086.014813461695,Ricker,5489.2,2172.33,8642.64,1,34.34116738675056,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.51,0.9,5489.2,11793.2
8,Beverton-Holt,alpha,0.6946997916238086,Ricker,0.51,0.16,0.88,1,-26.586993957790988,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.51,0.9,5489.2,11793.2
8,Beverton-Holt,b_cov,-1.652486788803681,Ricker,-1.38,-1.7,-1.05,1.001,-16.489498775415207,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.51,0.9,5489.2,11793.2
8,Beverton-Holt,sigma,0.8364698128785848,Ricker,0.9,0.72,1.17,1.001,7.59503644283177,176.6530757441551,0.6946997916238086,0.8364698128785848,-1.652486788803681,4086.014813461695,9869,0.51,0.9,5489.2,11793.2
9,Beverton-Holt,K,9539,Beverton-Holt,8654.69,7416.71,10277.73,1,-9.27046860257888,679.9634462889076,1.2922604841237084,0.3483571836214444,0.9702580458624804,3280.100643558405,9539,1.55,0.31,2730.5,8654.69
9,Beverton-Holt,Smsy,3280.100643558405,Beverton-Holt,2730.5,2148.66,3445.82,1,-16.755603052538437,679.9634462889076,1.2922604841237084,0.3483571836214444,0.9702580458624804,3280.100643558405,9539,1.55,0.31,2730.5,8654.69
9,Beverton-Holt,alpha,1.2922604841237084,Beverton-Holt,1.55,1.24,1.94,1,19.94485779320775,679.9634462889076,1.2922604841237084,0.3483571836214444,0.9702580458624804,3280.100643558405,9539,1.55,0.31,2730.5,8654.69
